sla_event_id,ticket_id,sla_policy_name,metric,sla_applied_at,target,in_business_hours,sla_breach_at,sla_elapsed_time,is_active_sla,is_sla_breach,ticket_group,ticket_brand,ticket_form,requester_organization,ticket_channel
891,157620,Dunder Mifflin SLA - Support,next_reply_time,2023-08-11 16:37:32.000000,120,TRUE,2023-08-11 18:37:32.000000,4,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Elegant Events Planners,web
892,157235,Sabre Tickets - Support,next_reply_time,2023-08-09 06:29:06.000000,120,FALSE,2023-08-09 08:29:06.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Elite Fitness Centers,web
893,155706,Sabre Tickets - Support,next_reply_time,2023-08-09 20:33:22.000000,120,FALSE,2023-08-09 22:33:22.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,LightSpeed Delivery,web
894,155510,Sabre Tickets - Support,next_reply_time,2023-07-29 20:50:56.000000,120,FALSE,2023-07-29 22:50:56.000000,20866,FALSE,TRUE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,King's Coffee Roasters,web
895,155960,Paper Tier 5 SLA - Support,next_reply_time,2023-08-01 16:23:39.000000,120,FALSE,2023-08-01 18:23:39.000000,25,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,ClearView Optics,web
896,155457,Paper Tier 5 SLA - Support,next_reply_time,2023-08-10 17:18:03.000000,120,TRUE,2023-08-10 19:18:03.000000,74,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,NexaHome Furniture,web
897,152455,Paper Tier 5 SLA - Support,next_reply_time,2023-07-14 18:20:46.000000,120,FALSE,2023-07-14 20:20:46.000000,8,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BlueWave Marine Supplies,web
898,155795,Paper Tier 5 SLA - Support,next_reply_time,2023-07-31 20:54:40.000000,120,FALSE,2023-07-31 22:54:40.000000,21,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Rainbow Textiles,web
899,151488,Paper Tier 5 SLA - Support,next_reply_time,2023-07-06 19:23:35.000000,120,TRUE,2023-07-06 21:23:35.000000,0,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Rainbow Textiles,web
900,157425,Paper Tier 5 SLA - Support,next_reply_time,2023-08-10 16:53:26.000000,120,FALSE,2023-08-10 18:53:26.000000,66,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,email
901,154612,Paper Tier 5 SLA - Support,next_reply_time,2023-07-26 15:33:26.000000,120,TRUE,2023-07-26 17:33:26.000000,11,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Rainbow Textiles,web
902,157213,Dunder Mifflin SLA - Support,next_reply_time,2023-08-09 23:41:55.000000,120,TRUE,2023-08-10 01:41:55.000000,35,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Olive Groves Caterers,web
903,154462,Sabre Tickets - Support,next_reply_time,2023-08-03 16:35:50.000000,120,TRUE,2023-08-03 18:35:50.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Palm Grove Resorts,web
904,154230,Sabre Tickets - Support,next_reply_time,2023-07-24 05:26:22.000000,120,TRUE,2023-07-24 07:26:22.000000,3,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,LightSpeed Delivery,web
905,150973,Sabre Tickets - Support,next_reply_time,2023-07-04 12:34:11.000000,120,FALSE,2023-07-04 14:34:11.000000,34,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Echo Music Studios,web
906,152776,Sabre Tickets - Support,next_reply_time,2023-07-14 10:09:57.000000,120,FALSE,2023-07-14 12:09:57.000000,31,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,SkyHigh Constructions,web
907,152601,Paper Tier 5 SLA - Support,next_reply_time,2023-07-25 14:59:42.000000,120,TRUE,2023-07-25 16:59:42.000000,24,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Golden Grains Bakeries,web
908,154994,Paper Tier 5 SLA - Support,next_reply_time,2023-07-27 08:34:40.000000,120,FALSE,2023-07-27 10:34:40.000000,9,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,BlueWave Marine Supplies,web
909,153852,Paper Tier 5 SLA - Support,next_reply_time,2023-07-20 16:45:44.000000,120,TRUE,2023-07-20 18:45:44.000000,1,FALSE,FALSE,Assistant to the Regional Manager Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Stellar Sky Airlines,web
910,157213,Dunder Mifflin SLA - Support,next_reply_time,2023-08-09 11:49:45.000000,120,FALSE,2023-08-09 13:49:45.000000,60,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Starry Night Campgrounds,web
911,151737,Dunder Mifflin SLA - Support,next_reply_time,2023-07-10 18:52:58.000000,120,FALSE,2023-07-10 20:52:58.000000,3,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Metro Daily News,web
912,153871,Sabre Tickets - Support,next_reply_time,2023-07-20 14:40:39.000000,120,FALSE,2023-07-20 16:40:39.000000,4,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Majestic Jewelers,web
913,155703,Sabre Tickets - Support,next_reply_time,2023-08-02 14:42:46.000000,120,FALSE,2023-08-02 16:42:46.000000,3,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,FreshWave Juiceries,web
914,155706,Sabre Tickets - Support,next_reply_time,2023-08-04 13:12:54.000000,120,FALSE,2023-08-04 15:12:54.000000,55,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Palm Grove Resorts,web
915,152748,Sabre Tickets - Support,next_reply_time,2023-07-14 05:36:18.000000,120,FALSE,2023-07-14 07:36:18.000000,6,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Harmony Healthcare,web
916,150722,Sabre Tickets - Support,next_reply_time,2023-07-01 05:37:12.000000,120,TRUE,2023-07-01 07:37:12.000000,9,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Radiant Beauty Salons,web
917,151755,Sabre Tickets - Support,next_reply_time,2023-07-09 13:04:37.000000,120,TRUE,2023-07-09 15:04:37.000000,32,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,BrightMinds Academy,web
918,154322,Sabre Tickets - Support,next_reply_time,2023-07-24 15:22:58.000000,120,FALSE,2023-07-24 17:22:58.000000,4,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Metro Daily News,web
919,152421,Paper Tier 5 SLA - Support,next_reply_time,2023-07-14 14:14:31.000000,120,TRUE,2023-07-14 16:14:31.000000,43,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Golden Grains Bakeries,web
920,154994,Paper Tier 5 SLA - Support,next_reply_time,2023-08-02 07:33:48.000000,120,FALSE,2023-08-02 09:33:48.000000,34,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FreshWave Juiceries,web
921,154748,Paper Tier 5 SLA - Support,next_reply_time,2023-07-26 10:59:14.000000,120,TRUE,2023-07-26 12:59:14.000000,1,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
922,156458,Dunder Mifflin SLA - Support,next_reply_time,2023-08-03 18:00:29.000000,120,FALSE,2023-08-03 20:00:29.000000,1,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Majestic Jewelers,web
923,153221,Dunder Mifflin SLA - Support,next_reply_time,2023-08-03 15:58:38.000000,120,TRUE,2023-08-03 17:58:38.000000,56,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Radiant Beauty Salons,web
924,152327,Sabre Tickets - Support,next_reply_time,2023-07-13 10:18:23.000000,120,TRUE,2023-07-13 12:18:23.000000,35,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,CityView Real Estates,web
925,155706,Sabre Tickets - Support,next_reply_time,2023-07-31 21:41:40.000000,120,TRUE,2023-07-31 23:41:40.000000,10,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Bella Moda Boutiques,web
926,155706,Sabre Tickets - Support,next_reply_time,2023-08-08 15:28:43.000000,120,FALSE,2023-08-08 17:28:43.000000,5,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Regal Furnishings,web
927,153744,Sabre Tickets - Support,next_reply_time,2023-07-20 16:45:17.000000,120,TRUE,2023-07-20 18:45:17.000000,4,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Stellar Sky Airlines,web
928,150771,Sabre Tickets - Support,next_reply_time,2023-07-03 00:35:09.000000,120,FALSE,2023-07-03 02:35:09.000000,1,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Vista Cinemas,web
929,153215,Paper Tier 5 SLA - Support,next_reply_time,2023-07-18 21:28:03.000000,120,FALSE,2023-07-18 23:28:03.000000,0,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,King's Coffee Roasters,web
930,157102,Paper Tier 5 SLA - Support,next_reply_time,2023-08-08 18:04:05.000000,120,TRUE,2023-08-08 20:04:05.000000,45,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,ClearView Optics,web
931,154846,Paper Tier 5 SLA - Support,next_reply_time,2023-07-26 19:39:36.000000,120,FALSE,2023-07-26 21:39:36.000000,9,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FutureSoft Developers,web
932,157425,Paper Tier 5 SLA - Support,next_reply_time,2023-08-10 15:33:49.000000,120,TRUE,2023-08-10 17:33:49.000000,33,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Stellar Sky Airlines,email
933,153182,Sabre Tickets - Support,next_reply_time,2023-07-17 17:42:20.000000,120,TRUE,2023-07-17 19:42:20.000000,3,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Majestic Jewelers,web
934,155795,Paper Tier 5 SLA - Support,next_reply_time,2023-08-01 20:27:14.000000,120,FALSE,2023-08-01 22:27:14.000000,28,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Bella Moda Boutiques,web
935,157593,Paper Tier 5 SLA - Support,next_reply_time,2023-08-10 16:26:54.000000,120,TRUE,2023-08-10 18:26:54.000000,20,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Sunset Dining,web
936,150201,Paper Tier 5 SLA - Support,next_reply_time,2023-07-06 00:10:07.000000,120,TRUE,2023-07-06 02:10:07.000000,13,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Summit Sports Gear,web
937,157188,Dunder Mifflin SLA - Support,next_reply_time,2023-08-08 21:37:18.000000,120,FALSE,2023-08-08 23:37:18.000000,16,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,FreshWave Juiceries,web
938,152327,Sabre Tickets - Support,next_reply_time,2023-07-12 12:38:47.000000,120,FALSE,2023-07-12 14:38:47.000000,0,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Echo Music Studios,web
939,155706,Sabre Tickets - Support,next_reply_time,2023-08-03 19:49:26.000000,120,FALSE,2023-08-03 21:49:26.000000,25,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Phoenix Motors,web
940,151898,Sabre Tickets - Support,next_reply_time,2023-07-10 15:16:53.000000,120,TRUE,2023-07-10 17:16:53.000000,1,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Crystal Clear Cleaners,web
941,153744,Sabre Tickets - Support,next_reply_time,2023-07-21 15:29:35.000000,120,TRUE,2023-07-21 17:29:35.000000,1,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Omega Financial Solutions,web
942,153744,Sabre Tickets - Support,next_reply_time,2023-07-24 09:32:48.000000,120,TRUE,2023-07-24 11:32:48.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,NexaHome Furniture,web
943,154260,Sabre Tickets - Support,next_reply_time,2023-07-25 08:02:52.000000,120,FALSE,2023-07-25 10:02:52.000000,5,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Vintage Vino Wineries,web
944,152743,Sabre Tickets - Support,next_reply_time,2023-07-14 01:54:38.000000,120,TRUE,2023-07-14 03:54:38.000000,39,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Echo Music Studios,web
945,151990,Sabre Tickets - Support,next_reply_time,2023-07-10 22:54:36.000000,120,TRUE,2023-07-11 00:54:36.000000,63,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Elegant Events Planners,web
946,154298,Sabre Tickets - Support,next_reply_time,2023-07-24 13:07:57.000000,120,FALSE,2023-07-24 15:07:57.000000,4,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,BlueWave Marine Supplies,web
947,156140,Sabre Tickets - Support,next_reply_time,2023-08-02 05:49:53.000000,120,TRUE,2023-08-02 07:49:53.000000,0,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,ClearView Optics,web
948,150771,Sabre Tickets - Support,next_reply_time,2023-07-02 22:37:18.000000,120,TRUE,2023-07-03 00:37:18.000000,38,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Elegant Events Planners,web
949,152421,Paper Tier 5 SLA - Support,next_reply_time,2023-07-25 07:40:06.000000,120,TRUE,2023-07-25 09:40:06.000000,28,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,AquaFlow Utilities,web
950,154994,Paper Tier 5 SLA - Support,next_reply_time,2023-07-27 09:36:36.000000,120,TRUE,2023-07-27 11:36:36.000000,5,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Majestic Jewelers,web
951,154994,Paper Tier 5 SLA - Support,next_reply_time,2023-08-01 14:16:41.000000,120,TRUE,2023-08-01 16:16:41.000000,1,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,CityView Real Estates,web
952,145374,Dunder Mifflin SLA - Support,next_reply_time,2023-07-06 12:09:34.000000,120,FALSE,2023-07-06 14:09:34.000000,20,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vintage Vino Wineries,web
953,155697,Sabre Tickets - Support,next_reply_time,2023-08-03 09:51:53.000000,120,FALSE,2023-08-03 11:51:53.000000,63,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Phoenix Motors,web
954,155706,Sabre Tickets - Support,next_reply_time,2023-08-04 19:46:50.000000,120,TRUE,2023-08-04 21:46:50.000000,1,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Omega Financial Solutions,web
955,155706,Sabre Tickets - Support,next_reply_time,2023-08-01 16:05:46.000000,120,FALSE,2023-08-01 18:05:46.000000,24,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Summit Sports Gear,web
956,153744,Sabre Tickets - Support,next_reply_time,2023-07-24 18:15:20.000000,120,TRUE,2023-07-24 20:15:20.000000,4,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,FutureSoft Developers,web
957,156584,Sabre Tickets - Support,next_reply_time,2023-08-04 11:05:43.000000,120,TRUE,2023-08-04 13:05:43.000000,7,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Crestway Hotels,web
958,151990,Sabre Tickets - Support,next_reply_time,2023-07-10 21:28:34.000000,120,TRUE,2023-07-10 23:28:34.000000,8,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,ClearView Optics,web
959,152158,Paper Tier 5 SLA - Support,next_reply_time,2023-07-13 23:32:49.000000,120,TRUE,2023-07-14 01:32:49.000000,4,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Urban Design Studios,web
960,152158,Paper Tier 5 SLA - Support,next_reply_time,2023-07-11 17:47:46.000000,120,FALSE,2023-07-11 19:47:46.000000,3,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Summit Sports Gear,web
961,153447,Paper Tier 5 SLA - Support,next_reply_time,2023-07-18 18:51:08.000000,120,TRUE,2023-07-18 20:51:08.000000,47,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Cloud 9 Airlines,web
962,153215,Paper Tier 5 SLA - Support,next_reply_time,2023-07-17 20:51:21.000000,120,FALSE,2023-07-17 22:51:21.000000,26,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Golden Grains Bakeries,web
963,142736,Paper Tier 5 SLA - Support,next_reply_time,2023-07-03 10:18:16.000000,120,TRUE,2023-07-03 12:18:16.000000,51,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Stellar Sky Airlines,web
964,156676,Sabre Tickets - Support,next_reply_time,2023-08-04 19:45:35.000000,120,FALSE,2023-08-04 21:45:35.000000,23,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Evergreen Landscapes,web
965,155697,Sabre Tickets - Support,next_reply_time,2023-08-01 14:33:30.000000,120,FALSE,2023-08-01 16:33:30.000000,41,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Evergreen Landscapes,web
966,155703,Sabre Tickets - Support,next_reply_time,2023-08-08 14:08:49.000000,120,TRUE,2023-08-08 16:08:49.000000,14,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Quasar Electronics,web
967,155504,Sabre Tickets - Support,next_reply_time,2023-07-29 15:39:05.000000,120,TRUE,2023-07-29 17:39:05.000000,13,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Evergreen Landscapes,web
968,156559,Sabre Tickets - Support,next_reply_time,2023-08-04 08:43:49.000000,120,FALSE,2023-08-04 10:43:49.000000,6,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Olive Groves Caterers,web
969,154883,Paper Tier 5 SLA - Support,next_reply_time,2023-07-26 19:08:29.000000,120,TRUE,2023-07-26 21:08:29.000000,75,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,web
970,157758,Paper Tier 5 SLA - Support,next_reply_time,2023-08-12 21:50:23.000000,120,FALSE,2023-08-12 23:50:23.000000,1,FALSE,FALSE,Assistant to the Regional Manager Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,AquaFlow Utilities,web
971,155457,Paper Tier 5 SLA - Support,next_reply_time,2023-08-02 06:55:01.000000,120,TRUE,2023-08-02 08:55:01.000000,8,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Starry Night Campgrounds,web
972,154198,Paper Tier 5 SLA - Support,next_reply_time,2023-07-24 13:31:40.000000,120,FALSE,2023-07-24 15:31:40.000000,9,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Palm Grove Resorts,web
973,154980,Paper Tier 5 SLA - Support,next_reply_time,2023-07-28 17:25:36.000000,120,FALSE,2023-07-28 19:25:36.000000,6,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Radiant Beauty Salons,web
974,157593,Paper Tier 5 SLA - Support,next_reply_time,2023-08-10 17:04:22.000000,120,TRUE,2023-08-10 19:04:22.000000,60,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
975,154052,Paper Tier 5 SLA - Support,next_reply_time,2023-08-02 17:11:47.000000,120,TRUE,2023-08-02 19:11:47.000000,30,FALSE,FALSE,Scranton Strangler Sightings,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Vista Cinemas,web
976,152552,Paper Tier 5 SLA - Support,next_reply_time,2023-07-24 13:39:32.000000,120,TRUE,2023-07-24 15:39:32.000000,23,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Nova Education Centers,web
977,153305,Dunder Mifflin SLA - Support,next_reply_time,2023-07-19 13:57:53.000000,120,FALSE,2023-07-19 15:57:53.000000,4,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Crestway Hotels,web
978,154161,Sabre Tickets - Support,next_reply_time,2023-07-22 18:11:32.000000,120,TRUE,2023-07-22 20:11:32.000000,117628,FALSE,TRUE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Crystal Clear Cleaners,web
979,155706,Sabre Tickets - Support,next_reply_time,2023-08-01 18:59:35.000000,120,FALSE,2023-08-01 20:59:35.000000,9,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,PureSprings Water Co.,web
980,152743,Sabre Tickets - Support,next_reply_time,2023-07-14 02:57:06.000000,120,FALSE,2023-07-14 04:57:06.000000,0,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Phoenix Motors,web
981,151730,Sabre Tickets - Support,next_reply_time,2023-07-08 09:39:59.000000,120,TRUE,2023-07-08 11:39:59.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Harmony Healthcare,web
982,154917,Paper Tier 5 SLA - Support,next_reply_time,2023-07-27 16:30:06.000000,120,FALSE,2023-07-27 18:30:06.000000,3,FALSE,FALSE,Beet Farming Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Palm Grove Resorts,web
983,155204,Paper Tier 5 SLA - Support,next_reply_time,2023-07-28 00:43:27.000000,120,FALSE,2023-07-28 02:43:27.000000,3,FALSE,FALSE,Party Planning Committee Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Golden Grains Bakeries,web
984,157531,Paper Tier 5 SLA - Support,next_reply_time,2023-08-11 06:32:11.000000,120,TRUE,2023-08-11 08:32:11.000000,3,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Crystal Clear Cleaners,web
985,155764,Paper Tier 5 SLA - Support,next_reply_time,2023-07-31 20:00:55.000000,120,TRUE,2023-07-31 22:00:55.000000,12,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Palm Grove Resorts,web
986,154612,Paper Tier 5 SLA - Support,next_reply_time,2023-07-25 22:21:21.000000,120,TRUE,2023-07-26 00:21:21.000000,4,FALSE,FALSE,Dundie Awards Group,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Atlas Travels,web
987,146174,Paper Tier 5 SLA - Support,next_reply_time,2023-07-24 15:18:29.000000,120,FALSE,2023-07-24 17:18:29.000000,3,FALSE,FALSE,Jim's Prank Support,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Elegant Events Planners,web
988,152084,Sabre Tickets - Support,next_reply_time,2023-07-11 12:58:33.000000,120,FALSE,2023-07-11 14:58:33.000000,39416,FALSE,TRUE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Echo Music Studios,web
989,155706,Sabre Tickets - Support,next_reply_time,2023-07-31 22:13:55.000000,120,TRUE,2023-08-01 00:13:55.000000,23,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Golden Grains Bakeries,web
990,155706,Sabre Tickets - Support,next_reply_time,2023-07-31 17:45:09.000000,120,FALSE,2023-07-31 19:45:09.000000,19,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Omega Financial Solutions,web
991,155706,Sabre Tickets - Support,next_reply_time,2023-07-31 18:18:42.000000,120,FALSE,2023-07-31 20:18:42.000000,3,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Phoenix Motors,web
992,150104,Sabre Tickets - Support,next_reply_time,2023-07-03 07:20:53.000000,120,FALSE,2023-07-03 09:20:53.000000,63,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,CityView Real Estates,web
993,152985,Sabre Tickets - Support,next_reply_time,2023-07-16 18:43:01.000000,120,FALSE,2023-07-16 20:43:01.000000,22,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Phoenix Motors,web
994,150946,Sabre Tickets - Support,next_reply_time,2023-07-04 04:22:32.000000,120,TRUE,2023-07-04 06:22:32.000000,1,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Harmony Healthcare,web
995,150973,Sabre Tickets - Support,next_reply_time,2023-07-04 12:25:38.000000,120,FALSE,2023-07-04 14:25:38.000000,2,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Galactic Toys,web
996,154322,Sabre Tickets - Support,next_reply_time,2023-07-24 14:31:41.000000,120,FALSE,2023-07-24 16:31:41.000000,21,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Golden Grains Bakeries,web
997,152292,Sabre Tickets - Support,next_reply_time,2023-07-12 09:23:08.000000,120,FALSE,2023-07-12 11:23:08.000000,9,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,Sunset Dining,web
998,156140,Sabre Tickets - Support,next_reply_time,2023-08-02 06:27:19.000000,120,FALSE,2023-08-02 08:27:19.000000,0,FALSE,FALSE,Scott's Totts Complaints,Dunder Mifflin Support,Sabre Ticket Form,King's Coffee Roasters,web
999,153193,Dunder Mifflin SLA - Support,next_reply_time,2023-07-20 19:59:07.000000,120,TRUE,2023-07-20 21:59:07.000000,11,FALSE,FALSE,Serenity by Jan Candle Refunds,Dunder Mifflin Support,Dunder Mifflin Ticket Form,Harmony Healthcare,web
